name,type,start_time,duration,"data","error"
"Async TX","data",1.541117,0.000082,"ÿ",
"Async TX","data",1.541204,0.000082,"ÿ",
"Async TX","data",1.541299,0.000082,"t",
"Async TX","data",1.541386,0.000082,"0",
"Async TX","data",1.541473,0.000082,".",
"Async TX","data",1.5415595,0.000082,"t",
"Async TX","data",1.5416465,0.000082,"x",
"Async TX","data",1.541733,0.000082,"t",
"Async TX","data",1.54182,0.000082,"=",
"Async TX","data",1.541907,0.000082,"""",
"Async TX","data",1.5419935,0.000082,"1",
"Async TX","data",1.5420805,0.000082,"8",
"Async TX","data",1.542167,0.000082,"%",
"Async TX","data",1.542254,0.000082,"""",
"Async TX","data",1.542341,0.000082,"ÿ",
"Async TX","data",1.5424275,0.000082,"ÿ",
"Async TX","data",1.5425145,0.000082,"ÿ",
"Async TX","data",1.563024,0.000082,"j",
